Entity,Year,Code,co2_per_capita,renewables_energy_per_capita,renewables_share_energy
Luxembourg,1967,LUX,33.861,726.534,0.618
Luxembourg,1968,LUX,36.397,738.774,0.584
Luxembourg,1969,LUX,38.991,640.487,0.472
Luxembourg,1970,LUX,40.499,705.739,0.502
Luxembourg,1971,LUX,38.594,395.838,0.295
Luxembourg,1972,LUX,39.009,461.207,0.338
Luxembourg,1973,LUX,40.604,403.558,0.281
Luxembourg,1974,LUX,41.054,592.33,0.409
Luxembourg,1975,LUX,33.554,508.494,0.426
Luxembourg,1976,LUX,33.342,318.415,0.268
Luxembourg,1977,LUX,30.586,723.032,0.656
Luxembourg,1978,LUX,32.917,705.356,0.62
Luxembourg,1979,LUX,33.514,762.81,0.655
Luxembourg,1980,LUX,30.456,787.538,0.735
Luxembourg,1981,LUX,26.036,857.004,0.938
Luxembourg,1982,LUX,24.466,777.039,0.909
Luxembourg,1983,LUX,22.904,758.925,0.951
Luxembourg,1984,LUX,24.618,814.444,0.948
Luxembourg,1985,LUX,25.201,680.768,0.773
Luxembourg,1986,LUX,24.741,793.321,0.926
Luxembourg,1987,LUX,23.767,935.175,1.163
Luxembourg,1988,LUX,24.354,875.754,1.071
Luxembourg,1989,LUX,26.101,673.047,0.724
Luxembourg,1990,LUX,30.938,611.785,0.629
Luxembourg,1991,LUX,32.109,716.119,0.694
Luxembourg,1992,LUX,31.098,589.904,0.578
Luxembourg,1993,LUX,31.062,584.291,0.572
Luxembourg,1994,LUX,28.624,710.422,0.733
Luxembourg,1995,LUX,22.375,747.997,0.9
Luxembourg,1996,LUX,22.2,519.46,0.616
Luxembourg,1997,LUX,20.402,696.376,0.855
Luxembourg,1998,LUX,18.052,950.913,1.224
Luxembourg,1999,LUX,18.886,802.536,0.99
Luxembourg,2000,LUX,19.953,1104.59,1.296
Luxembourg,2001,LUX,20.838,1069.861,1.186
Luxembourg,2002,LUX,22.354,951.82,0.975
Luxembourg,2003,LUX,23.129,881.363,0.872
Luxembourg,2004,LUX,25.782,1192.98,1.057
Luxembourg,2005,LUX,25.949,1250.901,1.108
Luxembourg,2006,LUX,25.177,1441.568,1.321
Luxembourg,2007,LUX,23.533,2590.495,2.484
Luxembourg,2008,LUX,22.836,2627.851,2.585
Luxembourg,2009,LUX,21.316,2438.405,2.554
Luxembourg,2010,LUX,22.054,2396.122,2.428
Luxembourg,2011,LUX,21.384,2343.275,2.491
Luxembourg,2012,LUX,20.45,2618.73,2.902
Luxembourg,2013,LUX,18.999,2982.924,3.551
Luxembourg,2014,LUX,17.629,3372.06,4.242
Luxembourg,2015,LUX,16.389,3699.802,4.903
Luxembourg,2016,LUX,15.556,3848.733,5.297
Luxembourg,2017,LUX,15.509,4844.0,6.526
Luxembourg,2018,LUX,15.715,5307.337,6.964
Luxembourg,2019,LUX,15.722,5872.477,7.718
Luxembourg,2020,LUX,12.796,6797.622,10.605
Luxembourg,2021,LUX,13.134,6682.228,9.928
Luxembourg,2022,LUX,11.135,6536.369,11.035
Luxembourg,2023,LUX,10.285,7094.914,12.572
Luxembourg,2024,LUX,10.46,8390.462,14.278
Malaysia,1965,MYS,0.925,180.044,4.944
Malaysia,1966,MYS,1.059,207.031,5.039
Malaysia,1967,MYS,1.065,211.83,4.915
Malaysia,1968,MYS,1.083,229.642,5.272
Malaysia,1969,MYS,0.919,283.15,6.063
Malaysia,1970,MYS,1.433,328.024,7.58
Malaysia,1971,MYS,1.599,278.751,5.899
Malaysia,1972,MYS,1.677,300.234,5.843
Malaysia,1973,MYS,1.601,281.445,5.322
Malaysia,1974,MYS,1.7,249.484,4.765
Malaysia,1975,MYS,1.695,243.348,4.615
Malaysia,1976,MYS,2.034,224.112,3.897
Malaysia,1977,MYS,1.879,177.481,2.7
Malaysia,1978,MYS,1.887,203.678,2.381
Malaysia,1979,MYS,2.162,242.744,2.529
Malaysia,1980,MYS,2.159,301.402,3.088
Malaysia,1981,MYS,2.304,323.686,3.311
Malaysia,1982,MYS,2.215,301.753,2.975
Malaysia,1983,MYS,2.663,340.118,3.017
Malaysia,1984,MYS,2.358,649.593,5.532
Malaysia,1985,MYS,2.382,686.313,6.097
Malaysia,1986,MYS,2.544,726.258,6.075
Malaysia,1987,MYS,2.511,847.47,7.105
Malaysia,1988,MYS,2.552,947.435,7.796
Malaysia,1989,MYS,2.893,849.387,6.433
Malaysia,1990,MYS,3.043,627.216,4.645
Malaysia,1991,MYS,3.586,673.803,4.096
Malaysia,1992,MYS,3.874,632.112,3.497
Malaysia,1993,MYS,4.482,697.655,3.937
Malaysia,1994,MYS,4.415,908.573,4.956
Malaysia,1995,MYS,5.391,849.568,4.343
Malaysia,1996,MYS,5.281,690.645,3.241
Malaysia,1997,MYS,5.542,542.294,2.248
Malaysia,1998,MYS,5.011,565.149,2.498
Malaysia,1999,MYS,4.635,935.025,3.965
Malaysia,2000,MYS,5.35,923.547,3.472
Malaysia,2001,MYS,5.564,788.512,2.964
Malaysia,2002,MYS,5.478,667.955,2.442
Malaysia,2003,MYS,6.215,614.709,2.124
Malaysia,2004,MYS,6.718,669.29,2.19
Malaysia,2005,MYS,6.579,696.677,2.155
Malaysia,2006,MYS,6.441,716.493,2.242
Malaysia,2007,MYS,6.499,688.082,2.063
Malaysia,2008,MYS,6.995,855.354,2.527
Malaysia,2009,MYS,6.831,799.638,2.488
Malaysia,2010,MYS,6.957,717.595,2.202
Malaysia,2011,MYS,6.977,880.435,2.703
Malaysia,2012,MYS,7.18,1007.661,2.877
Malaysia,2013,MYS,8.009,1198.704,3.328
Malaysia,2014,MYS,7.983,1312.74,3.679
Malaysia,2015,MYS,7.554,1370.665,3.849
Malaysia,2016,MYS,7.464,1824.066,4.961
Malaysia,2017,MYS,7.555,2309.812,6.312
Malaysia,2018,MYS,7.981,2319.786,6.332
Malaysia,2019,MYS,8.303,2378.372,6.431
Malaysia,2020,MYS,7.736,2524.032,7.175
Malaysia,2021,MYS,7.973,2779.111,7.646
Malaysia,2022,MYS,8.125,3047.833,7.833
Malaysia,2023,MYS,7.866,3048.646,8.117
Malaysia,2024,MYS,8.162,3205.388,8.282
Mexico,1965,MEX,1.741,570.231,8.439
Mexico,1966,MEX,1.811,629.758,9.102
Mexico,1967,MEX,1.951,663.409,9.728
Mexico,1968,MEX,1.97,736.688,10.253
Mexico,1969,MEX,2.075,756.378,9.903
Mexico,1970,MEX,2.242,820.242,10.385
Mexico,1971,MEX,2.407,772.291,9.587
Mexico,1972,MEX,2.448,798.474,9.242
Mexico,1973,MEX,2.588,825.945,9.13
Mexico,1974,MEX,2.699,834.924,8.626
Mexico,1975,MEX,2.782,742.441,7.385
Mexico,1976,MEX,3.029,820.175,7.883
Mexico,1977,MEX,3.087,885.335,8.29
Mexico,1978,MEX,3.471,733.302,6.257
Mexico,1979,MEX,3.658,810.472,6.417
Mexico,1980,MEX,3.977,740.436,5.515
Mexico,1981,MEX,4.116,1036.343,7.154
Mexico,1982,MEX,4.313,961.588,6.509
Mexico,1983,MEX,3.855,858.951,6.006
Mexico,1984,MEX,3.761,952.481,6.501
Mexico,1985,MEX,3.827,1120.589,7.443
Mexico,1986,MEX,3.829,910.954,6.355
Mexico,1987,MEX,3.914,862.287,5.938
Mexico,1988,MEX,3.832,942.763,6.574
Mexico,1989,MEX,3.978,1046.654,7.048
Mexico,1990,MEX,3.825,1014.495,6.385
Mexico,1991,MEX,3.907,960.35,5.984
Mexico,1992,MEX,3.864,1096.938,6.836
Mexico,1993,MEX,3.853,1076.589,6.828
Mexico,1994,MEX,3.938,848.875,5.181
Mexico,1995,MEX,3.642,1064.702,6.739
Mexico,1996,MEX,3.694,1150.916,7.227
Mexico,1997,MEX,3.855,974.92,6.075
Mexico,1998,MEX,3.987,916.115,5.574
Mexico,1999,MEX,3.975,1131.349,6.9
Mexico,2000,MEX,3.969,1142.97,6.665
Mexico,2001,MEX,4.071,989.73,5.91
Mexico,2002,MEX,4.04,866.902,5.125
Mexico,2003,MEX,4.234,745.21,4.41
Mexico,2004,MEX,4.201,880.067,4.989
Mexico,2005,MEX,4.38,954.173,5.005
Mexico,2006,MEX,4.424,987.774,5.178
Mexico,2007,MEX,4.354,920.493,4.846
Mexico,2008,MEX,4.285,1176.672,6.043
Mexico,2009,MEX,4.11,860.881,4.559
Mexico,2010,MEX,4.017,1111.417,5.953
Mexico,2011,MEX,4.194,1078.2,5.602
Mexico,2012,MEX,4.293,995.117,5.194
Mexico,2013,MEX,4.186,914.872,4.834
Mexico,2014,MEX,4.041,1193.967,6.426
Mexico,2015,MEX,3.96,1065.917,5.862
Mexico,2016,MEX,3.917,1065.208,5.731
Mexico,2017,MEX,3.763,1087.424,5.77
Mexico,2018,MEX,3.76,1160.38,6.343
Mexico,2019,MEX,3.723,1190.531,6.641
Mexico,2020,MEX,3.383,1410.265,8.668
Mexico,2021,MEX,3.501,1635.596,9.538
Mexico,2022,MEX,3.528,1643.979,9.243
Mexico,2023,MEX,3.532,1396.725,7.928
Mexico,2024,MEX,3.523,1451.162,8.251
Morocco,1965,MAR,0.321,254.506,19.206
Morocco,1966,MAR,0.402,215.324,12.622
Morocco,1967,MAR,0.387,185.342,10.579
Morocco,1968,MAR,0.392,204.831,11.19
Morocco,1969,MAR,0.395,257.902,13.211
Morocco,1970,MAR,0.481,247.126,12.408
Morocco,1971,MAR,0.527,271.924,13.191
Morocco,1972,MAR,0.504,278.394,12.812
Morocco,1973,MAR,0.589,202.809,8.591
Morocco,1974,MAR,0.663,221.939,9.016
Morocco,1975,MAR,0.645,164.553,6.731
Morocco,1976,MAR,0.654,157.744,6.098
Morocco,1977,MAR,0.701,210.476,7.443
Morocco,1978,MAR,0.703,212.873,7.273
Morocco,1979,MAR,0.836,231.828,7.285
Morocco,1980,MAR,0.813,216.256,6.955
Morocco,1981,MAR,0.786,142.326,4.84
Morocco,1982,MAR,0.824,77.43,2.62
Morocco,1983,MAR,0.837,63.441,2.145
Morocco,1984,MAR,0.817,47.081,1.61
Morocco,1985,MAR,0.8,61.047,2.07
Morocco,1986,MAR,0.827,79.029,2.649
Morocco,1987,MAR,0.863,99.403,3.301
Morocco,1988,MAR,0.891,110.636,3.546
Morocco,1989,MAR,0.947,134.251,3.985
Morocco,1990,MAR,0.915,139.028,4.106
Morocco,1991,MAR,0.955,137.326,4.074
Morocco,1992,MAR,0.981,106.208,2.861
Morocco,1993,MAR,1.046,48.041,1.3
Morocco,1994,MAR,1.082,89.741,2.237
Morocco,1995,MAR,1.089,64.29,1.658
Morocco,1996,MAR,1.101,202.779,5.092
Morocco,1997,MAR,1.102,212.62,5.214
Morocco,1998,MAR,1.118,178.704,4.334
Morocco,1999,MAR,1.141,81.766,1.936
Morocco,2000,MAR,1.168,76.424,1.851
Morocco,2001,MAR,1.277,102.398,2.328
Morocco,2002,MAR,1.278,97.21,2.185
Morocco,2003,MAR,1.237,151.539,3.443
Morocco,2004,MAR,1.41,161.979,3.273
Morocco,2005,MAR,1.471,103.699,1.954
Morocco,2006,MAR,1.503,101.3,1.895
Morocco,2007,MAR,1.568,100.715,1.927
Morocco,2008,MAR,1.625,101.353,1.78
Morocco,2009,MAR,1.588,242.508,4.431
Morocco,2010,MAR,1.674,331.001,5.532
Morocco,2011,MAR,1.667,212.346,3.421
Morocco,2012,MAR,1.707,182.285,2.923
Morocco,2013,MAR,1.675,302.779,4.796
Morocco,2014,MAR,1.672,264.929,4.187
Morocco,2015,MAR,1.69,322.612,5.072
Morocco,2016,MAR,1.669,334.112,5.258
Morocco,2017,MAR,1.724,326.896,4.972
Morocco,2018,MAR,1.739,450.064,6.699
Morocco,2019,MAR,1.898,515.642,7.11
Morocco,2020,MAR,1.764,471.05,7.142
Morocco,2021,MAR,1.902,516.225,7.126
Morocco,2022,MAR,1.869,470.866,6.616
Morocco,2023,MAR,1.829,570.368,7.974
Morocco,2024,MAR,1.814,626.098,8.673
Netherlands,1965,NLD,8.163,0.0,0.0
Netherlands,1966,NLD,8.309,0.0,0.0
Netherlands,1967,NLD,8.462,0.0,0.0
Netherlands,1968,NLD,8.905,0.0,0.0
Netherlands,1969,NLD,8.984,0.0,0.0
Netherlands,1970,NLD,10.865,0.0,0.0
Netherlands,1971,NLD,10.65,0.0,0.0
Netherlands,1972,NLD,11.804,0.0,0.0
Netherlands,1973,NLD,12.284,0.0,0.0
Netherlands,1974,NLD,11.799,0.0,0.0
Netherlands,1975,NLD,11.15,183.433,0.305
Netherlands,1976,NLD,12.268,197.655,0.304
Netherlands,1977,NLD,11.797,195.36,0.308
Netherlands,1978,NLD,12.168,271.205,0.421
Netherlands,1979,NLD,13.31,245.993,0.372
Netherlands,1980,NLD,12.472,225.946,0.367
Netherlands,1981,NLD,11.506,237.727,0.41
Netherlands,1982,NLD,9.313,57.774,0.108
Netherlands,1983,NLD,9.541,50.141,0.094
Netherlands,1984,NLD,9.962,3.673,0.007
Netherlands,1985,NLD,10.109,95.362,0.169
Netherlands,1986,NLD,9.846,118.91,0.201
Netherlands,1987,NLD,10.288,149.548,0.25
Netherlands,1988,NLD,9.821,179.373,0.301
Netherlands,1989,NLD,10.835,199.661,0.335
Netherlands,1990,NLD,10.847,165.354,0.273
Netherlands,1991,NLD,11.314,189.843,0.31
Netherlands,1992,NLD,11.212,202.559,0.33
Netherlands,1993,NLD,11.123,223.431,0.363
Netherlands,1994,NLD,11.104,250.125,0.414
Netherlands,1995,NLD,11.146,276.639,0.442
Netherlands,1996,NLD,11.671,355.125,0.546
Netherlands,1997,NLD,11.159,391.286,0.616
Netherlands,1998,NLD,11.145,446.645,0.703
Netherlands,1999,NLD,10.731,479.64,0.77
Netherlands,2000,NLD,10.72,561.125,0.895
Netherlands,2001,NLD,10.966,618.44,0.958
Netherlands,2002,NLD,10.851,738.114,1.15
Netherlands,2003,NLD,11.008,722.942,1.124
Netherlands,2004,NLD,11.086,961.867,1.452
Netherlands,2005,NLD,10.818,1358.866,2.013
Netherlands,2006,NLD,10.506,1478.264,2.24
Netherlands,2007,NLD,10.467,1566.805,2.341
Netherlands,2008,NLD,10.598,1854.887,2.817
Netherlands,2009,NLD,10.215,2146.828,3.323
Netherlands,2010,NLD,10.88,2118.464,3.039
Netherlands,2011,NLD,10.05,2342.906,3.546
Netherlands,2012,NLD,9.799,2374.018,3.67
Netherlands,2013,NLD,9.72,2258.202,3.61
Netherlands,2014,NLD,9.249,2175.46,3.651
Netherlands,2015,NLD,9.584,2414.153,4.031
Netherlands,2016,NLD,9.579,2506.286,4.139
Netherlands,2017,NLD,9.373,2906.195,4.795
Netherlands,2018,NLD,9.085,3233.912,5.505
Netherlands,2019,NLD,8.709,3894.91,6.709
Netherlands,2020,NLD,7.766,5435.693,9.735
Netherlands,2021,NLD,7.89,6538.391,11.483
Netherlands,2022,NLD,7.121,7629.425,14.417
Netherlands,2023,NLD,6.468,8561.005,16.63
Netherlands,2024,NLD,6.297,9120.874,18.119
New Zealand,1965,NZL,5.191,12153.434,38.232
New Zealand,1966,NZL,5.219,12771.978,38.495
New Zealand,1967,NZL,5.004,12746.045,38.718
New Zealand,1968,NZL,4.891,13341.855,40.06
New Zealand,1969,NZL,5.12,13097.934,39.058
New Zealand,1970,NZL,5.024,13880.646,37.702
New Zealand,1971,NZL,5.249,15314.168,40.438
New Zealand,1972,NZL,5.546,15870.379,39.986
New Zealand,1973,NZL,6.11,15380.912,37.984
New Zealand,1974,NZL,6.169,16009.484,39.815
New Zealand,1975,NZL,5.905,17087.58,42.64
New Zealand,1976,NZL,6.156,15823.428,38.524
New Zealand,1977,NZL,6.469,14990.058,35.864
New Zealand,1978,NZL,5.736,15833.428,38.342
New Zealand,1979,NZL,5.25,18175.223,43.582
New Zealand,1980,NZL,5.556,19054.471,45.717
New Zealand,1981,NZL,5.241,19217.461,46.194
New Zealand,1982,NZL,5.736,17894.27,41.855
New Zealand,1983,NZL,5.591,18970.934,43.192
New Zealand,1984,NZL,5.95,19473.254,42.204
New Zealand,1985,NZL,6.688,18673.619,40.366
New Zealand,1986,NZL,6.993,20689.246,41.711
New Zealand,1987,NZL,7.324,20429.537,40.944
New Zealand,1988,NZL,7.674,21202.461,41.01
New Zealand,1989,NZL,7.635,21212.939,40.259
New Zealand,1990,NZL,7.504,21675.588,40.273
New Zealand,1991,NZL,7.518,21072.354,39.293
New Zealand,1992,NZL,7.971,19303.381,36.402
New Zealand,1993,NZL,7.764,21075.979,39.094
New Zealand,1994,NZL,7.701,22474.469,40.072
New Zealand,1995,NZL,7.617,23388.635,40.821
New Zealand,1996,NZL,7.853,21981.324,38.333
New Zealand,1997,NZL,8.277,19635.914,34.585
New Zealand,1998,NZL,7.828,21181.328,37.698
New Zealand,1999,NZL,8.198,19524.355,34.58
New Zealand,2000,NZL,8.353,20712.252,35.364
New Zealand,2001,NZL,8.828,18322.582,31.767
New Zealand,2002,NZL,8.737,20017.92,34.139
New Zealand,2003,NZL,9.004,18646.236,33.366
New Zealand,2004,NZL,8.768,20913.676,36.99
New Zealand,2005,NZL,9.045,18442.223,33.787
New Zealand,2006,NZL,8.92,18512.279,34.047
New Zealand,2007,NZL,8.615,18629.203,34.701
New Zealand,2008,NZL,8.796,18087.959,33.836
New Zealand,2009,NZL,8.037,19730.23,37.362
New Zealand,2010,NZL,8.001,20554.561,38.311
New Zealand,2011,NZL,7.813,20962.76,39.187
New Zealand,2012,NZL,8.142,19700.959,36.696
New Zealand,2013,NZL,7.908,19711.93,36.769
New Zealand,2014,NZL,7.827,20720.326,37.452
New Zealand,2015,NZL,7.76,20851.242,38.143
New Zealand,2016,NZL,7.24,21035.561,38.817
New Zealand,2017,NZL,7.41,20038.508,37.085
New Zealand,2018,NZL,7.282,20107.986,38.098
New Zealand,2019,NZL,7.358,19517.045,36.9
New Zealand,2020,NZL,6.728,18595.084,39.275
New Zealand,2021,NZL,6.773,18690.176,40.316
New Zealand,2022,NZL,6.229,19700.674,43.295
New Zealand,2023,NZL,6.101,19614.064,42.265
New Zealand,2024,NZL,6.229,19150.08,42.554
North America,1965,,12.837,3234.473,5.873
North America,1966,,13.227,3326.066,5.82
North America,1967,,13.563,3552.188,6.106
North America,1968,,13.867,3554.115,5.859
North America,1969,,14.319,3882.903,6.179
North America,1970,,15.207,3877.767,6.031
North America,1971,,15.11,4021.184,6.223
North America,1972,,15.613,4199.375,6.264
North America,1973,,16.058,4262.117,6.158
North America,1974,,15.382,4576.811,6.822
North America,1975,,14.657,4418.623,6.84
North America,1976,,15.149,4365.742,6.503
North America,1977,,15.341,3895.903,5.711
North America,1978,,15.635,4418.015,6.411
North America,1979,,15.584,4457.528,6.458
North America,1980,,14.962,4423.4,6.684
North America,1981,,14.251,4433.368,6.938
North America,1982,,13.469,4650.423,7.663
North America,1983,,13.267,4829.088,8.104
North America,1984,,13.495,4905.11,7.927
North America,1985,,13.391,4724.276,7.712
North America,1986,,13.161,4775.782,7.836
North America,1987,,13.578,4504.354,7.242
North America,1988,,13.964,4233.269,6.61
North America,1989,,14.006,4466.389,6.899
North America,1990,,14.18,4667.234,7.296
North America,1991,,13.855,4663.506,7.393
North America,1992,,13.927,4483.317,7.096
North America,1993,,13.978,4666.401,7.337
North America,1994,,14.05,4481.862,6.979
North America,1995,,14.011,4815.636,7.445
North America,1996,,14.292,5126.608,7.77
North America,1997,,14.367,5070.261,7.707
North America,1998,,14.388,4712.398,7.199
North America,1999,,14.407,4793.782,7.272
North America,2000,,14.786,4579.663,6.84
North America,2001,,14.397,3994.073,6.158
North America,2002,,14.349,4339.503,6.652
North America,2003,,14.406,4282.026,6.604
North America,2004,,14.443,4282.571,6.537
North America,2005,,14.367,4426.021,6.784
North America,2006,,14.083,4545.666,7.1
North America,2007,,14.12,4446.434,6.892
North America,2008,,13.54,4745.171,7.589
North America,2009,,12.486,4834.3,8.193
North America,2010,,12.715,4879.896,8.128
North America,2011,,12.402,5397.134,9.087
North America,2012,,11.92,5290.877,9.189
North America,2013,,12.05,5452.971,9.348
North America,2014,,12.008,5504.293,9.453
North America,2015,,11.605,5553.576,9.695
North America,2016,,11.249,5874.753,10.359
North America,2017,,11.043,6234.264,11.027
North America,2018,,11.246,6252.658,10.845
North America,2019,,10.953,6280.246,11.066
North America,2020,,9.761,6516.22,12.478
North America,2021,,10.352,6770.327,12.411
North America,2022,,10.39,7235.16,13.036
North America,2023,,10.097,7062.49,12.965
North America,2024,,9.991,7415.347,13.562
North Macedonia,1990,MKD,5.378,660.898,4.612
North Macedonia,1991,MKD,3.788,1145.697,8.041
North Macedonia,1992,MKD,4.13,1158.936,7.83
North Macedonia,1993,MKD,3.787,722.524,4.804
North Macedonia,1994,MKD,3.966,968.829,6.818
North Macedonia,1995,MKD,3.966,1113.318,7.805
North Macedonia,1996,MKD,4.679,1173.192,7.127
North Macedonia,1997,MKD,4.169,1234.102,8.375
North Macedonia,1998,MKD,4.735,1476.428,8.919
North Macedonia,1999,MKD,4.288,1883.871,11.962
North Macedonia,2000,MKD,4.116,1579.776,10.608
North Macedonia,2001,MKD,4.013,836.898,5.981
North Macedonia,2002,MKD,3.778,999.755,7.348
North Macedonia,2003,MKD,4.1,1798.712,11.797
North Macedonia,2004,MKD,3.944,1924.804,12.822
North Macedonia,2005,MKD,4.113,1919.196,12.409
North Macedonia,2006,MKD,4.141,2111.668,13.409
North Macedonia,2007,MKD,4.329,1290.205,8.212
North Macedonia,2008,MKD,4.315,1077.369,7.049
North Macedonia,2009,MKD,4.002,1628.31,10.849
North Macedonia,2010,MKD,3.988,3088.4,18.923
North Macedonia,2011,MKD,4.324,1822.556,11.084
North Macedonia,2012,MKD,4.171,1328.341,8.636
North Macedonia,2013,MKD,3.702,2028.882,13.683
North Macedonia,2014,MKD,3.587,1646.927,11.857
North Macedonia,2015,MKD,3.393,2601.456,17.673
North Macedonia,2016,MKD,3.368,2659.653,17.241
North Macedonia,2017,MKD,3.653,1686.774,11.201
North Macedonia,2018,MKD,3.466,2565.424,16.351
North Macedonia,2019,MKD,4.018,1772.26,10.903
North Macedonia,2020,MKD,3.729,1966.569,13.396
North Macedonia,2021,MKD,3.521,2228.248,14.348
North Macedonia,2022,MKD,3.995,2163.208,13.053
North Macedonia,2023,MKD,4.006,2956.764,16.833
North Macedonia,2024,MKD,3.631,2576.669,16.037
Norway,1965,NOR,4.402,36895.051,66.502
Norway,1966,NOR,5.207,36079.84,63.971
Norway,1967,NOR,5.101,39126.316,65.187
Norway,1968,NOR,5.533,43823.957,65.743
Norway,1969,NOR,5.769,41422.223,62.426
Norway,1970,NOR,7.22,41435.672,60.02
Norway,1971,NOR,6.961,45014.504,62.513
Norway,1972,NOR,7.474,47615.965,62.848
Norway,1973,NOR,7.699,51105.504,64.158
Norway,1974,NOR,6.948,53388.789,66.946
Norway,1975,NOR,7.636,53602.652,66.598
Norway,1976,NOR,8.279,56527.391,65.944
Norway,1977,NOR,8.238,49480.164,62.82
Norway,1978,NOR,8.038,55235.691,62.729
Norway,1979,NOR,8.502,60499.293,64.445
Norway,1980,NOR,7.778,56847.988,63.822
Norway,1981,NOR,7.758,62900.648,67.236
Norway,1982,NOR,7.513,62444.172,67.812
Norway,1983,NOR,7.739,71112.93,70.602
Norway,1984,NOR,8.167,71057.273,69.836
Norway,1985,NOR,7.775,68493.617,68.189
Norway,1986,NOR,8.347,64144.484,65.58
Norway,1987,NOR,7.931,68532.969,67.066
Norway,1988,NOR,8.455,71853.445,68.65
Norway,1989,NOR,8.079,77829.711,70.15
Norway,1990,NOR,8.254,79496.461,71.558
Norway,1991,NOR,7.853,71940.023,70.179
Norway,1992,NOR,8.026,75776.047,71.026
Norway,1993,NOR,8.337,76992.594,70.755
Norway,1994,NOR,8.731,71714.641,68.297
Norway,1995,NOR,8.825,77658.844,69.429
Norway,1996,NOR,9.482,66073.586,64.532
Norway,1997,NOR,9.454,69401.828,65.003
Norway,1998,NOR,9.441,72726.047,65.899
Norway,1999,NOR,9.55,75819.195,67.145
Norway,2000,NOR,9.381,87920.648,70.793
Norway,2001,NOR,9.642,73921.734,66.998
Norway,2002,NOR,9.381,78326.094,68.324
Norway,2003,NOR,9.622,63324.148,62.65
Norway,2004,NOR,9.638,64598.852,63.413
Norway,2005,NOR,9.361,79416.359,68.685
Norway,2006,NOR,9.411,69117.461,65.662
Norway,2007,NOR,9.685,76318.305,67.798
Norway,2008,NOR,9.373,77903.562,69.317
Norway,2009,NOR,8.926,69006.656,67.628
Norway,2010,NOR,9.339,63152.953,64.629
Norway,2011,NOR,9.04,64073.328,65.624
Norway,2012,NOR,8.819,74095.961,69.202
Norway,2013,NOR,8.767,66000.477,66.873
Norway,2014,NOR,8.754,68644.297,67.914
Norway,2015,NOR,8.772,68681.938,67.676
Norway,2016,NOR,8.539,70388.734,69.046
Norway,2017,NOR,8.376,70073.414,68.894
Norway,2018,NOR,8.372,67854.18,68.132
Norway,2019,NOR,8.016,61763.324,66.741
Norway,2020,NOR,7.673,70265.406,70.963
Norway,2021,NOR,7.592,71890.391,71.305
Norway,2022,NOR,7.483,65355.957,69.648
Norway,2023,NOR,7.043,67630.133,70.758
Norway,2024,NOR,6.668,68576.234,71.812
Oceania,1965,,7.398,3083.792,10.691
Oceania,1966,,7.403,3088.629,10.408
Oceania,1967,,7.611,3095.434,10.109
Oceania,1968,,7.841,3198.482,10.087
Oceania,1969,,8.129,3229.548,10.008
Oceania,1970,,8.582,3500.591,10.152
Oceania,1971,,8.573,3827.857,10.874
Oceania,1972,,8.547,3869.266,10.718
Oceania,1973,,9.341,3882.022,10.283
Oceania,1974,,9.045,4172.159,10.649
Oceania,1975,,9.193,4442.06,11.329
Oceania,1976,,8.952,4134.275,10.321
Oceania,1977,,9.451,3890.342,9.405
Oceania,1978,,9.62,4100.478,9.782
Oceania,1979,,9.511,4325.016,10.104
Oceania,1980,,9.977,4293.797,10.13
Oceania,1981,,10.19,4312.095,10.186
Oceania,1982,,10.261,3971.231,9.563
Oceania,1983,,9.656,3993.286,9.798
Oceania,1984,,9.977,4140.838,9.925
Oceania,1985,,10.247,4083.307,9.682
Oceania,1986,,10.116,4305.789,10.096
Oceania,1987,,10.434,4176.655,9.702
Oceania,1988,,10.558,4330.721,9.774
Oceania,1989,,11.01,4278.149,9.382
Oceania,1990,,11.629,4359.397,9.503
Oceania,1991,,11.506,4360.078,9.7
Oceania,1992,,11.582,4129.997,9.206
Oceania,1993,,11.568,4367.938,9.652
Oceania,1994,,11.58,4496.609,9.692
Oceania,1995,,11.798,4548.358,9.693
Oceania,1996,,11.902,4386.026,9.248
Oceania,1997,,12.07,4061.39,8.518
Oceania,1998,,12.331,4212.362,8.791
Oceania,1999,,12.501,4011.891,8.2
Oceania,2000,,12.555,4111.928,8.436
Oceania,2001,,12.683,3745.437,7.761
Oceania,2002,,12.654,3978.533,8.2
Oceania,2003,,12.786,3847.261,7.997
Oceania,2004,,12.931,4161.417,8.52
Oceania,2005,,12.872,3942.798,8.199
Oceania,2006,,12.837,3950.955,8.051
Oceania,2007,,12.837,3853.19,7.838
Oceania,2008,,12.725,3638.419,7.434
Oceania,2009,,12.47,3853.061,8.133
Oceania,2010,,12.212,4050.497,8.679
Oceania,2011,,11.974,4635.758,9.823
Oceania,2012,,11.816,4399.69,9.592
Oceania,2013,,11.422,4676.262,10.257
Oceania,2014,,11.166,4562.669,10.054
Oceania,2015,,11.188,4709.264,10.348
Oceania,2016,,11.2,5024.882,11.195
Oceania,2017,,11.119,4707.645,10.676
Oceania,2018,,10.997,5268.016,12.016
Oceania,2019,,10.844,5468.968,12.292
Oceania,2020,,10.258,5817.723,14.124
Oceania,2021,,9.913,6491.483,15.941
Oceania,2022,,9.679,7089.944,16.976
Oceania,2023,,9.562,7390.505,17.886
Oceania,2024,,9.533,7465.274,18.183
Oman,1965,OMN,0.044,0.0,0.0
