Entity,Code,Year,GDP per capita,World region according to OWID,renewables_energy_per_capita,renewables_share_energy
Netherlands,NLD,2017,65666.0,Europe,2906.195,4.795
Netherlands,NLD,2018,66758.266,Europe,3233.912,5.505
Netherlands,NLD,2019,67847.85,Europe,3894.91,6.709
Netherlands,NLD,2020,64862.19,Europe,5435.693,9.735
Netherlands,NLD,2021,68573.56,Europe,6538.391,11.483
Netherlands,NLD,2022,71324.04,Europe,7629.425,14.417
Netherlands,NLD,2023,70198.93,Europe,8561.005,16.63
Netherlands,NLD,2024,70498.88,Europe,9120.874,18.119
New Zealand,NZL,1990,30695.467,Oceania,21675.588,40.273
New Zealand,NZL,1991,28924.744,Oceania,21072.354,39.293
New Zealand,NZL,1992,28938.098,Oceania,19303.381,36.402
New Zealand,NZL,1993,30438.627,Oceania,21075.979,39.094
New Zealand,NZL,1994,31574.357,Oceania,22474.469,40.072
New Zealand,NZL,1995,32584.654,Oceania,23388.635,40.821
New Zealand,NZL,1996,33231.45,Oceania,21981.324,38.333
New Zealand,NZL,1997,33480.145,Oceania,19635.914,34.585
New Zealand,NZL,1998,33469.254,Oceania,21181.328,37.698
New Zealand,NZL,1999,35084.293,Oceania,19524.355,34.58
New Zealand,NZL,2000,35879.793,Oceania,20712.252,35.364
New Zealand,NZL,2001,36885.645,Oceania,18322.582,31.767
New Zealand,NZL,2002,37959.066,Oceania,20017.92,34.139
New Zealand,NZL,2003,38976.914,Oceania,18646.236,33.366
New Zealand,NZL,2004,39971.77,Oceania,20913.676,36.99
New Zealand,NZL,2005,40848.297,Oceania,18442.223,33.787
New Zealand,NZL,2006,41475.12,Oceania,18512.279,34.047
New Zealand,NZL,2007,42346.09,Oceania,18629.203,34.701
New Zealand,NZL,2008,41561.184,Oceania,18087.959,33.836
New Zealand,NZL,2009,41132.336,Oceania,19730.23,37.362
New Zealand,NZL,2010,41270.93,Oceania,20554.561,38.311
New Zealand,NZL,2011,41814.887,Oceania,20962.76,39.187
New Zealand,NZL,2012,42570.332,Oceania,19700.959,36.696
New Zealand,NZL,2013,43338.438,Oceania,19711.93,36.769
New Zealand,NZL,2014,44255.504,Oceania,20720.326,37.452
New Zealand,NZL,2015,44963.832,Oceania,20851.242,38.143
New Zealand,NZL,2016,45626.684,Oceania,21035.561,38.817
New Zealand,NZL,2017,46193.29,Oceania,20038.508,37.085
New Zealand,NZL,2018,46947.938,Oceania,20107.986,38.098
New Zealand,NZL,2019,47362.32,Oceania,19517.045,36.9
New Zealand,NZL,2020,46266.395,Oceania,18595.084,39.275
New Zealand,NZL,2021,48248.72,Oceania,18690.176,40.316
New Zealand,NZL,2022,49964.176,Oceania,19700.674,43.295
New Zealand,NZL,2023,49508.27,Oceania,19614.064,42.265
New Zealand,NZL,2024,49316.4,Oceania,19150.08,42.554
North Macedonia,MKD,1990,12278.664,Europe,660.898,4.612
North Macedonia,MKD,1991,11564.096,Europe,1145.697,8.041
North Macedonia,MKD,1992,10929.661,Europe,1158.936,7.83
North Macedonia,MKD,1993,10242.651,Europe,722.524,4.804
North Macedonia,MKD,1994,10134.215,Europe,968.829,6.818
North Macedonia,MKD,1995,9991.822,Europe,1113.318,7.805
North Macedonia,MKD,1996,10039.811,Europe,1173.192,7.127
North Macedonia,MKD,1997,10264.373,Europe,1234.102,8.375
North Macedonia,MKD,1998,10554.864,Europe,1476.428,8.919
North Macedonia,MKD,1999,10960.327,Europe,1883.871,11.962
North Macedonia,MKD,2000,11406.856,Europe,1579.776,10.608
North Macedonia,MKD,2001,11010.618,Europe,836.898,5.981
North Macedonia,MKD,2002,11256.536,Europe,999.755,7.348
North Macedonia,MKD,2003,11492.115,Europe,1798.712,11.797
North Macedonia,MKD,2004,12068.28,Europe,1924.804,12.822
North Macedonia,MKD,2005,12706.815,Europe,1919.196,12.409
North Macedonia,MKD,2006,13433.544,Europe,2111.668,13.409
North Macedonia,MKD,2007,14385.061,Europe,1290.205,8.212
North Macedonia,MKD,2008,15260.252,Europe,1077.369,7.049
North Macedonia,MKD,2009,15304.198,Europe,1628.31,10.849
North Macedonia,MKD,2010,15919.69,Europe,3088.4,18.923
North Macedonia,MKD,2011,16367.035,Europe,1822.556,11.084
North Macedonia,MKD,2012,16356.34,Europe,1328.341,8.636
North Macedonia,MKD,2013,16897.016,Europe,2028.882,13.683
North Macedonia,MKD,2014,17557.338,Europe,1646.927,11.857
North Macedonia,MKD,2015,18283.209,Europe,2601.456,17.673
North Macedonia,MKD,2016,18864.291,Europe,2659.653,17.241
North Macedonia,MKD,2017,19145.25,Europe,1686.774,11.201
North Macedonia,MKD,2018,19796.906,Europe,2565.424,16.351
North Macedonia,MKD,2019,20711.266,Europe,1772.26,10.903
North Macedonia,MKD,2020,19954.4,Europe,1966.569,13.396
North Macedonia,MKD,2021,21070.275,Europe,2228.248,14.348
North Macedonia,MKD,2022,21715.434,Europe,2163.208,13.053
North Macedonia,MKD,2023,22317.725,Europe,2956.764,16.833
North Macedonia,MKD,2024,23029.414,Europe,2576.669,16.037
Norway,NOR,1990,57106.883,Europe,79496.461,71.558
Norway,NOR,1991,58588.47,Europe,71940.023,70.179
Norway,NOR,1992,60333.45,Europe,75776.047,71.026
Norway,NOR,1993,61681.805,Europe,76992.594,70.755
Norway,NOR,1994,64432.074,Europe,71714.641,68.297
Norway,NOR,1995,66762.16,Europe,77658.844,69.429
Norway,NOR,1996,69764.38,Europe,66073.586,64.532
Norway,NOR,1997,73053.97,Europe,69401.828,65.003
Norway,NOR,1998,74558.3,Europe,72726.047,65.899
Norway,NOR,1999,75583.836,Europe,75819.195,67.145
Norway,NOR,2000,77587.21,Europe,87920.648,70.793
Norway,NOR,2001,78791.305,Europe,73921.734,66.998
Norway,NOR,2002,79447.09,Europe,78326.094,68.324
Norway,NOR,2003,79728.78,Europe,63324.148,62.65
Norway,NOR,2004,82440.95,Europe,64598.852,63.413
Norway,NOR,2005,84080.0,Europe,79416.359,68.685
Norway,NOR,2006,85458.55,Europe,69117.461,65.662
Norway,NOR,2007,87043.5,Europe,76318.305,67.798
Norway,NOR,2008,86379.664,Europe,77903.562,69.317
Norway,NOR,2009,83642.07,Europe,69006.656,67.628
Norway,NOR,2010,83256.79,Europe,63152.953,64.629
Norway,NOR,2011,83092.44,Europe,64073.328,65.624
Norway,NOR,2012,84237.15,Europe,74095.961,69.202
Norway,NOR,2013,84070.46,Europe,66000.477,66.873
Norway,NOR,2014,84830.26,Europe,68644.297,67.914
Norway,NOR,2015,85550.3,Europe,68681.938,67.676
Norway,NOR,2016,85787.62,Europe,70388.734,69.046
Norway,NOR,2017,87194.11,Europe,70073.414,68.894
Norway,NOR,2018,87338.47,Europe,67854.18,68.132
Norway,NOR,2019,87725.73,Europe,61763.324,66.741
Norway,NOR,2020,86096.055,Europe,70265.406,70.963
Norway,NOR,2021,88984.14,Europe,71890.391,71.305
Norway,NOR,2022,91051.086,Europe,65355.957,69.648
Norway,NOR,2023,90085.44,Europe,67630.133,70.758
Norway,NOR,2024,91105.25,Europe,68576.234,71.812
Oman,OMN,1990,35201.55,Asia,0.0,0.0
Oman,OMN,1991,35574.676,Asia,0.0,0.0
Oman,OMN,1992,36841.402,Asia,0.0,0.0
Oman,OMN,1993,37455.34,Asia,0.0,0.0
Oman,OMN,1994,37782.723,Asia,0.0,0.0
Oman,OMN,1995,38946.773,Asia,0.0,0.0
Oman,OMN,1996,39455.83,Asia,0.0,0.0
Oman,OMN,1997,41191.03,Asia,0.0,0.0
Oman,OMN,1998,40574.676,Asia,0.0,0.0
Oman,OMN,1999,40145.93,Asia,0.0,0.0
Oman,OMN,2000,42086.043,Asia,0.0,0.0
Oman,OMN,2001,43492.285,Asia,0.0,0.0
Oman,OMN,2002,42654.15,Asia,0.0,0.0
Oman,OMN,2003,41247.586,Asia,0.0,0.0
Oman,OMN,2004,41351.77,Asia,0.0,0.0
Oman,OMN,2005,41551.14,Asia,0.0,0.0
Oman,OMN,2006,42540.44,Asia,0.0,0.0
Oman,OMN,2007,43696.97,Asia,0.0,0.0
Oman,OMN,2008,46586.395,Asia,0.0,0.0
Oman,OMN,2009,48304.117,Asia,0.0,0.0
Oman,OMN,2010,48191.613,Asia,0.0,0.0
Oman,OMN,2011,44440.31,Asia,0.0,0.0
Oman,OMN,2012,41964.082,Asia,0.0,0.0
Oman,OMN,2013,40854.484,Asia,0.801,0.001
Oman,OMN,2014,39639.99,Asia,0.763,0.001
Oman,OMN,2015,39813.79,Asia,2.238,0.003
Oman,OMN,2016,39860.99,Asia,2.401,0.003
Oman,OMN,2017,38691.11,Asia,8.573,0.011
Oman,OMN,2018,38673.605,Asia,8.501,0.01
Oman,OMN,2019,38292.387,Asia,13.616,0.017
Oman,OMN,2020,37560.6,Asia,87.334,0.109
Oman,OMN,2021,38719.457,Asia,439.254,0.496
Oman,OMN,2022,39780.21,Asia,1018.87,1.136
Oman,OMN,2023,37793.617,Asia,983.601,1.142
Oman,OMN,2024,36721.082,Asia,942.92,1.115
Pakistan,PAK,1990,3199.7297,Asia,408.585,15.694
Pakistan,PAK,1991,3252.351,Asia,423.006,15.851
Pakistan,PAK,1992,3404.1213,Asia,448.43,16.468
Pakistan,PAK,1993,3369.238,Asia,479.659,16.362
Pakistan,PAK,1994,3395.5044,Asia,457.345,15.512
Pakistan,PAK,1995,3462.4734,Asia,469.491,15.541
Pakistan,PAK,1996,3526.1416,Asia,497.133,15.909
Pakistan,PAK,1997,3462.5815,Asia,359.502,12.213
Pakistan,PAK,1998,3454.1768,Asia,457.037,14.898
Pakistan,PAK,1999,3484.4568,Asia,396.742,12.713
Pakistan,PAK,2000,3531.713,Asia,333.608,10.753
Pakistan,PAK,2001,3559.7278,Asia,334.37,10.829
Pakistan,PAK,2002,3563.6785,Asia,361.109,11.551
Pakistan,PAK,2003,3668.7793,Asia,420.54,12.784
Pakistan,PAK,2004,3859.646,Asia,434.419,12.115
Pakistan,PAK,2005,4042.1545,Asia,470.358,12.98
Pakistan,PAK,2006,4185.8667,Asia,450.153,11.995
Pakistan,PAK,2007,4257.926,Asia,456.67,11.84
Pakistan,PAK,2008,4233.348,Asia,380.683,10.105
Pakistan,PAK,2009,4270.439,Asia,388.284,10.194
Pakistan,PAK,2010,4228.7817,Asia,389.808,10.436
Pakistan,PAK,2011,4246.067,Asia,389.356,10.606
Pakistan,PAK,2012,4292.021,Asia,134.427,3.989
Pakistan,PAK,2013,4407.147,Asia,385.099,10.559
Pakistan,PAK,2014,4520.235,Asia,391.039,10.733
Pakistan,PAK,2015,4645.286,Asia,394.481,10.407
Pakistan,PAK,2016,4886.6123,Asia,417.8,10.286
Pakistan,PAK,2017,5031.5605,Asia,380.361,8.975
Pakistan,PAK,2018,5255.0635,Asia,376.307,8.879
Pakistan,PAK,2019,5295.953,Asia,437.188,10.438
Pakistan,PAK,2020,5135.0146,Asia,464.741,11.468
Pakistan,PAK,2021,5367.2734,Asia,438.92,9.927
Pakistan,PAK,2022,5526.2793,Asia,421.589,10.571
Pakistan,PAK,2023,5418.7695,Asia,444.041,12.266
Pakistan,PAK,2024,5500.3237,Asia,438.377,12.507
Peru,PER,1990,6317.079,South America,1340.262,28.065
Peru,PER,1991,6322.5747,South America,1438.274,31.07
Peru,PER,1992,6161.6357,South America,1191.018,26.897
Peru,PER,1993,6355.262,South America,1414.365,29.879
Peru,PER,1994,6997.706,South America,1498.24,29.688
Peru,PER,1995,7372.0425,South America,1494.174,27.773
Peru,PER,1996,7437.1924,South America,1508.967,27.724
Peru,PER,1997,7773.827,South America,1471.458,28.091
Peru,PER,1998,7603.809,South America,1505.609,28.377
Peru,PER,1999,7585.328,South America,1559.07,29.158
Peru,PER,2000,7669.095,South America,1707.986,31.45
Peru,PER,2001,7611.6665,South America,1823.589,34.392
Peru,PER,2002,7931.5796,South America,1838.974,34.293
Peru,PER,2003,8174.3794,South America,1859.735,35.519
Peru,PER,2004,8495.986,South America,1726.663,31.152
Peru,PER,2005,8949.954,South America,1761.28,30.827
Peru,PER,2006,9547.913,South America,1920.29,33.532
Peru,PER,2007,10286.3545,South America,1900.886,30.645
Peru,PER,2008,11151.53,South America,1839.292,27.606
Peru,PER,2009,11204.377,South America,1921.789,28.469
Peru,PER,2010,12059.018,South America,1945.591,25.513
Peru,PER,2011,12726.6,South America,2060.461,24.656
Peru,PER,2012,13395.399,South America,2125.994,24.827
Peru,PER,2013,14052.138,South America,2168.512,24.991
Peru,PER,2014,14244.566,South America,2179.851,24.772
Peru,PER,2015,14542.793,South America,2269.006,24.89
Peru,PER,2016,14917.449,South America,2249.626,23.56
Peru,PER,2017,15069.522,South America,2633.602,27.624
Peru,PER,2018,15386.26,South America,2773.248,28.247
Peru,PER,2019,15463.543,South America,2775.752,28.051
Peru,PER,2020,13609.6,South America,2677.881,31.113
Peru,PER,2021,15280.551,South America,2779.561,28.608
Peru,PER,2022,15559.821,South America,2602.896,26.155
Peru,PER,2023,15327.582,South America,2553.576,25.562
Peru,PER,2024,15661.75,South America,2872.878,26.656
Philippines,PHL,1990,4504.4624,Asia,561.027,18.763
Philippines,PHL,1991,4378.3955,Asia,501.465,17.445
Philippines,PHL,1992,4293.7183,Asia,457.267,15.153
Philippines,PHL,1993,4283.1597,Asia,469.144,14.536
Philippines,PHL,1994,4374.0674,Asia,522.076,15.869
Philippines,PHL,1995,4477.323,Asia,517.15,14.08
Philippines,PHL,1996,4631.772,Asia,553.351,14.387
Philippines,PHL,1997,4758.7085,Asia,534.09,13.018
Philippines,PHL,1998,4616.673,Asia,553.211,13.896
Philippines,PHL,1999,4650.7593,Asia,705.874,17.887
Philippines,PHL,2000,4740.439,Asia,728.35,18.729
Philippines,PHL,2001,4778.401,Asia,641.948,17.257
Philippines,PHL,2002,4856.4995,Asia,617.273,16.848
Philippines,PHL,2003,5003.3833,Asia,615.339,16.612
Philippines,PHL,2004,5229.4507,Asia,641.449,17.238
Philippines,PHL,2005,5386.8164,Asia,608.5,16.653
Philippines,PHL,2006,5578.5723,Asia,664.144,19.318
Philippines,PHL,2007,5840.068,Asia,608.45,17.341
Philippines,PHL,2008,5987.0376,Asia,654.205,18.352
Philippines,PHL,2009,5965.307,Asia,634.69,17.917
Philippines,PHL,2010,6273.039,Asia,559.854,15.667
Philippines,PHL,2011,6388.313,Asia,602.728,16.874
Philippines,PHL,2012,6697.556,Asia,622.831,17.177
Philippines,PHL,2013,7016.5386,Asia,590.285,15.493
Philippines,PHL,2014,7340.362,Asia,584.263,14.804
Philippines,PHL,2015,7691.763,Asia,612.672,14.375
Philippines,PHL,2016,8131.825,Asia,633.259,13.798
Philippines,PHL,2017,8584.136,Asia,652.938,13.161
Philippines,PHL,2018,9016.286,Asia,650.076,12.831
Philippines,PHL,2019,9452.294,Asia,616.769,11.974
Philippines,PHL,2020,8455.185,Asia,593.568,12.827
Philippines,PHL,2021,8857.79,Asia,629.372,12.948
Philippines,PHL,2022,9457.104,Asia,658.013,13.032
Philippines,PHL,2023,9898.533,Asia,689.676,12.922
Philippines,PHL,2024,10375.94,Asia,726.649,12.818
Poland,POL,1990,12821.464,Europe,107.947,0.339
Poland,POL,1991,11879.754,Europe,110.547,0.356
Poland,POL,1992,12141.235,Europe,118.56,0.4
Poland,POL,1993,12563.1045,Europe,112.912,0.382
Poland,POL,1994,13200.161,Europe,129.7,0.459
Poland,POL,1995,14227.566,Europe,142.157,0.492
Poland,POL,1996,15083.098,Europe,150.668,0.497
Poland,POL,1997,16031.721,Europe,155.963,0.519
Poland,POL,1998,16766.648,Europe,185.577,0.644
Poland,POL,1999,17556.002,Europe,172.388,0.61
Poland,POL,2000,18566.355,Europe,171.324,0.644
Poland,POL,2001,18800.602,Europe,205.212,0.777
Poland,POL,2002,19166.914,Europe,202.601,0.775
Poland,POL,2003,19855.63,Europe,173.817,0.642
Poland,POL,2004,20878.654,Europe,231.635,0.849
Poland,POL,2005,21568.947,Europe,302.944,1.088
Poland,POL,2006,22921.197,Europe,350.693,1.203
Poland,POL,2007,24484.066,Europe,439.771,1.515
Poland,POL,2008,25553.906,Europe,636.96,2.154
Poland,POL,2009,26204.41,Europe,834.035,2.923
Poland,POL,2010,27112.133,Europe,1025.493,3.379
Poland,POL,2011,28521.662,Europe,1203.283,3.959
Poland,POL,2012,28952.916,Europe,1510.411,5.13
Poland,POL,2013,29168.625,Europe,1491.093,5.052
Poland,POL,2014,30334.879,Europe,1682.429,5.922
Poland,POL,2015,31700.37,Europe,1836.438,6.387
Poland,POL,2016,32675.305,Europe,1762.395,5.878
Poland,POL,2017,34354.598,Europe,1865.879,5.924
Poland,POL,2018,36500.41,Europe,1792.17,5.621
Poland,POL,2019,38181.62,Europe,2078.271,6.71
Poland,POL,2020,37852.8,Europe,2279.751,7.663
Poland,POL,2021,41059.586,Europe,2438.521,7.599
Poland,POL,2022,43405.023,Europe,2884.857,9.37
Poland,POL,2023,43672.766,Europe,3414.776,11.752
Poland,POL,2024,45153.043,Europe,3786.503,13.045
Portugal,PRT,1990,27190.572,Europe,2763.334,13.736
Portugal,PRT,1991,28443.795,Europe,2774.825,13.248
Portugal,PRT,1992,28776.047,Europe,1575.055,7.339
Portugal,PRT,1993,28153.615,Europe,2664.782,12.161
Portugal,PRT,1994,28348.865,Europe,3267.96,14.334
Portugal,PRT,1995,29460.814,Europe,2635.45,10.868
Portugal,PRT,1996,30378.756,Europe,4391.677,17.71
Portugal,PRT,1997,31574.402,Europe,3947.163,15.714
Portugal,PRT,1998,32925.664,Europe,3906.392,14.322
Portugal,PRT,1999,34018.965,Europe,2393.829,8.619
Portugal,PRT,2000,35069.83,Europe,3522.575,12.409
Portugal,PRT,2001,35500.227,Europe,4250.475,14.858
Portugal,PRT,2002,35578.52,Europe,2618.802,9.233
Portugal,PRT,2003,35115.38,Europe,4671.599,16.157
Portugal,PRT,2004,35658.13,Europe,3249.702,11.475
Portugal,PRT,2005,35870.31,Europe,2177.983,7.701
Portugal,PRT,2006,36387.535,Europe,4128.458,14.808
Portugal,PRT,2007,37226.47,Europe,4318.51,15.435
Portugal,PRT,2008,37291.504,Europe,3902.855,14.553
Portugal,PRT,2009,36092.812,Europe,4894.613,18.133
Portugal,PRT,2010,36703.113,Europe,7478.252,26.402
Portugal,PRT,2011,36127.297,Europe,6414.313,23.66
Portugal,PRT,2012,34804.633,Europe,5218.018,20.965
Portugal,PRT,2013,34651.773,Europe,7689.539,28.202
Portugal,PRT,2014,35097.41,Europe,8208.471,29.761
Portugal,PRT,2015,35803.36,Europe,6532.621,23.685
Portugal,PRT,2016,36636.297,Europe,8332.562,28.268
Portugal,PRT,2017,37943.113,Europe,5957.793,20.606
Portugal,PRT,2018,39123.613,Europe,7609.874,26.2
Portugal,PRT,2019,40188.285,Europe,7090.821,25.366
Portugal,PRT,2020,36852.23,Europe,7710.728,30.635
Portugal,PRT,2021,38657.668,Europe,8122.087,32.197
Portugal,PRT,2022,41070.86,Europe,7146.849,28.753
Portugal,PRT,2023,41768.254,Europe,8676.168,34.67
Portugal,PRT,2024,42197.203,Europe,10090.192,39.741
Qatar,QAT,1990,71584.375,Asia,0.0,0.0
Qatar,QAT,1991,68122.87,Asia,0.0,0.0
Qatar,QAT,1992,73450.95,Asia,0.0,0.0
Qatar,QAT,1993,70250.695,Asia,0.0,0.0
Qatar,QAT,1994,69119.88,Asia,0.0,0.0
Qatar,QAT,1995,68732.47,Asia,0.0,0.0
Qatar,QAT,1996,69746.15,Asia,0.0,0.0
Qatar,QAT,1997,87140.04,Asia,0.0,0.0
Qatar,QAT,1998,91901.07,Asia,0.0,0.0
Qatar,QAT,1999,90837.375,Asia,0.0,0.0
Qatar,QAT,2000,93186.97,Asia,0.0,0.0
Qatar,QAT,2001,92115.734,Asia,0.0,0.0
Qatar,QAT,2002,94111.59,Asia,0.0,0.0
Qatar,QAT,2003,93224.36,Asia,0.0,0.0
Qatar,QAT,2004,107023.58,Asia,0.0,0.0
Qatar,QAT,2005,107784.414,Asia,0.0,0.0
Qatar,QAT,2006,115383.63,Asia,0.0,0.0
Qatar,QAT,2007,109579.68,Asia,0.0,0.0
Qatar,QAT,2008,109206.3,Asia,0.0,0.0
Qatar,QAT,2009,108435.75,Asia,0.0,0.0
Qatar,QAT,2010,129044.71,Asia,0.0,0.0
Qatar,QAT,2011,145590.77,Asia,18.029,0.008
Qatar,QAT,2012,143830.56,Asia,17.112,0.007
Qatar,QAT,2013,136453.94,Asia,122.3,0.051
Qatar,QAT,2014,128013.945,Asia,150.887,0.065
Qatar,QAT,2015,123070.82,Asia,160.42,0.065
Qatar,QAT,2016,120054.24,Asia,155.687,0.069
Qatar,QAT,2017,115064.836,Asia,156.597,0.075
Qatar,QAT,2018,114909.79,Asia,159.788,0.077
Qatar,QAT,2019,113160.836,Asia,138.719,0.066
Qatar,QAT,2020,103061.9,Asia,157.173,0.086
Qatar,QAT,2021,116832.66,Asia,156.079,0.081
Qatar,QAT,2022,114740.164,Asia,375.654,0.192
Qatar,QAT,2023,116563.99,Asia,1696.53,0.816
Qatar,QAT,2024,110889.79,Asia,1738.326,0.811
Romania,ROU,1990,15525.551,Europe,1382.039,4.324
Romania,ROU,1991,13637.886,Europe,1765.873,6.517
Romania,ROU,1992,12555.141,Europe,1418.719,5.926
Romania,ROU,1993,12764.45,Europe,1552.815,6.656
Romania,ROU,1994,13285.642,Europe,1592.481,7.212
Romania,ROU,1995,14142.388,Europe,2046.518,8.403
Romania,ROU,1996,14737.432,Europe,1941.445,7.979
Romania,ROU,1997,14063.233,Europe,2171.674,9.362
Romania,ROU,1998,13806.323,Europe,2354.78,11.044
Romania,ROU,1999,13775.929,Europe,2292.033,12.167
Romania,ROU,2000,14133.272,Europe,1861.993,9.836
Romania,ROU,2001,15079.731,Europe,1880.653,9.765
Romania,ROU,2002,16234.217,Europe,2019.797,10.037
Romania,ROU,2003,16734.549,Europe,1673.537,8.239
Romania,ROU,2004,18585.242,Europe,2091.423,9.814
Romania,ROU,2005,19573.328,Europe,2561.525,11.901
Romania,ROU,2006,21270.467,Europe,2333.905,10.578
Romania,ROU,2007,23148.574,Europe,2062.838,9.612
Romania,ROU,2008,25728.3,Europe,2221.811,10.317
Romania,ROU,2009,24512.307,Europe,2007.146,10.621
Romania,ROU,2010,23695.225,Europe,2655.182,13.83
Romania,ROU,2011,24882.553,Europe,2195.766,10.997
Romania,ROU,2012,25469.354,Europe,2014.35,10.404
Romania,ROU,2013,25635.37,Europe,2643.436,14.507
Romania,ROU,2014,26790.684,Europe,3283.698,17.513
Romania,ROU,2015,27766.688,Europe,3446.227,18.196
Romania,ROU,2016,28725.11,Europe,3587.689,18.867
Romania,ROU,2017,31259.43,Europe,3261.72,16.748
Romania,ROU,2018,33139.85,Europe,3513.036,17.773
Romania,ROU,2019,34634.26,Europe,3364.234,17.297
Romania,ROU,2020,33572.508,Europe,3410.746,18.117
Romania,ROU,2021,35713.77,Europe,3635.428,18.153
Romania,ROU,2022,37353.047,Europe,3304.656,17.783
Romania,ROU,2023,38171.207,Europe,3874.802,20.908
Romania,ROU,2024,38539.58,Europe,3530.437,19.112
Russia,RUS,1990,29643.596,Europe,3112.261,4.619
Russia,RUS,1991,28066.922,Europe,3125.699,4.718
Russia,RUS,1992,23965.244,Europe,3220.773,5.034
Russia,RUS,1993,21899.518,Europe,3269.465,5.454
Russia,RUS,1994,19153.363,Europe,3298.728,6.035
Russia,RUS,1995,18363.713,Europe,3302.836,6.39
Russia,RUS,1996,17699.87,Europe,2895.739,5.811
Russia,RUS,1997,17977.352,Europe,2958.969,6.271
Russia,RUS,1998,17052.756,Europe,2983.365,6.325
Russia,RUS,1999,18200.32,Europe,3028.976,6.326
Russia,RUS,2000,20104.75,Europe,3108.138,6.354
Russia,RUS,2001,21219.904,Europe,3290.159,6.595
Russia,RUS,2002,22319.678,Europe,3048.324,6.127
Russia,RUS,2003,24057.928,Europe,2917.368,5.738
Russia,RUS,2004,25894.146,Europe,3289.115,6.387
Russia,RUS,2005,27656.658,Europe,3218.834,6.235
Russia,RUS,2006,30022.672,Europe,3226.326,5.962
Russia,RUS,2007,32630.37,Europe,3283.726,6.025
Russia,RUS,2008,34342.227,Europe,3033.945,5.539
Russia,RUS,2009,31654.004,Europe,3188.867,6.13
Russia,RUS,2010,33063.586,Europe,3023.876,5.597
Russia,RUS,2011,34444.645,Europe,2944.808,5.274
Russia,RUS,2012,35740.7,Europe,2930.673,5.226
Russia,RUS,2013,36260.066,Europe,3214.61,5.816
Russia,RUS,2014,35853.246,Europe,3060.822,5.531
Russia,RUS,2015,35037.152,Europe,2945.668,5.423
Russia,RUS,2016,35005.45,Europe,3204.763,5.807
Russia,RUS,2017,35570.39,Europe,3194.574,5.769
Russia,RUS,2018,36536.695,Europe,3271.692,5.709
Russia,RUS,2019,37319.32,Europe,3327.536,5.855
Russia,RUS,2020,36376.336,Europe,3664.498,6.679
Russia,RUS,2021,38638.43,Europe,3742.724,6.586
Russia,RUS,2022,38214.496,Europe,3491.902,5.92
Russia,RUS,2023,39887.34,Europe,3543.938,5.913
Russia,RUS,2024,41704.71,Europe,3731.375,5.999
Saudi Arabia,SAU,1990,65196.574,Asia,0.0,0.0
Saudi Arabia,SAU,1991,67268.555,Asia,0.0,0.0
Saudi Arabia,SAU,1992,67183.91,Asia,0.0,0.0
Saudi Arabia,SAU,1993,64517.664,Asia,0.0,0.0
Saudi Arabia,SAU,1994,62403.695,Asia,0.0,0.0
Saudi Arabia,SAU,1995,60058.316,Asia,0.0,0.0
Saudi Arabia,SAU,1996,59612.812,Asia,0.0,0.0
Saudi Arabia,SAU,1997,58875.547,Asia,0.0,0.0
Saudi Arabia,SAU,1998,58306.62,Asia,0.0,0.0
Saudi Arabia,SAU,1999,55878.17,Asia,0.0,0.0
Saudi Arabia,SAU,2000,55962.266,Asia,0.0,0.0
Saudi Arabia,SAU,2001,53309.113,Asia,0.0,0.0
Saudi Arabia,SAU,2002,50371.977,Asia,0.0,0.0
Saudi Arabia,SAU,2003,52234.65,Asia,0.0,0.0
Saudi Arabia,SAU,2004,54196.55,Asia,0.0,0.0
Saudi Arabia,SAU,2005,54931.793,Asia,0.0,0.0
Saudi Arabia,SAU,2006,54373.74,Asia,0.0,0.0
Saudi Arabia,SAU,2007,53318.418,Asia,0.0,0.0
Saudi Arabia,SAU,2008,54407.707,Asia,0.069,0.0
Saudi Arabia,SAU,2009,51760.766,Asia,0.066,0.0
Saudi Arabia,SAU,2010,54911.547,Asia,0.423,0.0
Saudi Arabia,SAU,2011,58645.445,Asia,0.535,0.001
Saudi Arabia,SAU,2012,59471.7,Asia,2.442,0.002
Saudi Arabia,SAU,2013,57998.465,Asia,3.876,0.004
Saudi Arabia,SAU,2014,58872.266,Asia,4.026,0.004
Saudi Arabia,SAU,2015,58498.54,Asia,3.875,0.004
Saudi Arabia,SAU,2016,57308.45,Asia,3.753,0.004
Saudi Arabia,SAU,2017,57942.547,Asia,5.673,0.005
Saudi Arabia,SAU,2018,61359.465,Asia,13.46,0.013
Saudi Arabia,SAU,2019,62647.73,Asia,17.255,0.018
Saudi Arabia,SAU,2020,57420.734,Asia,73.027,0.078
Saudi Arabia,SAU,2021,62690.496,Asia,78.621,0.083
Saudi Arabia,SAU,2022,67178.59,Asia,153.489,0.157
Saudi Arabia,SAU,2023,64481.844,Asia,345.643,0.359
Saudi Arabia,SAU,2024,62792.773,Asia,705.376,0.728
Singapore,SGP,1990,45567.79,Asia,87.388,0.097
Singapore,SGP,1991,47251.695,Asia,244.118,0.275
Singapore,SGP,1992,48897.81,Asia,237.296,0.256
Singapore,SGP,1993,53139.844,Asia,230.756,0.235
Singapore,SGP,1994,57213.098,Asia,224.01,0.205
Singapore,SGP,1995,59483.637,Asia,216.669,0.197
Singapore,SGP,1996,61381.754,Asia,208.927,0.195
