Entity,Code,Year,GDP per capita,World region according to OWID,renewables_energy_per_capita,renewables_share_energy
Ukraine,UKR,1998,9646.055,Europe,867.964,2.738
Ukraine,UKR,1999,9704.445,Europe,796.32,2.529
Ukraine,UKR,2000,10364.0625,Europe,632.273,1.985
Ukraine,UKR,2001,11379.386,Europe,677.742,2.138
Ukraine,UKR,2002,12092.789,Europe,543.079,1.709
Ukraine,UKR,2003,13342.88,Europe,522.737,1.593
Ukraine,UKR,2004,15021.066,Europe,665.709,2.023
Ukraine,UKR,2005,15610.573,Europe,700.549,2.086
Ukraine,UKR,2006,16901.508,Europe,730.734,2.136
Ukraine,UKR,2007,18374.014,Europe,594.394,1.736
Ukraine,UKR,2008,18883.986,Europe,668.923,2.014
Ukraine,UKR,2009,16092.796,Europe,683.672,2.408
Ukraine,UKR,2010,16811.795,Europe,752.706,2.464
Ukraine,UKR,2011,17783.957,Europe,627.982,1.981
Ukraine,UKR,2012,17848.74,Europe,628.161,2.021
Ukraine,UKR,2013,17889.092,Europe,849.928,2.878
Ukraine,UKR,2014,16978.812,Europe,574.765,2.199
Ukraine,UKR,2015,15403.71,Europe,403.209,1.85
Ukraine,UKR,2016,15856.8125,Europe,521.131,2.277
Ukraine,UKR,2017,16310.36,Europe,612.043,2.87
Ukraine,UKR,2018,16978.984,Europe,730.093,3.282
Ukraine,UKR,2019,17636.555,Europe,681.338,3.22
Ukraine,UKR,2020,17092.54,Europe,960.803,4.707
Ukraine,UKR,2021,17846.408,Europe,1233.325,5.89
Ukraine,UKR,2022,13787.121,Europe,1121.01,7.503
Ukraine,UKR,2023,15916.958,Europe,1354.215,8.777
Ukraine,UKR,2024,16319.845,Europe,1305.943,8.299
United Arab Emirates,ARE,1990,111377.05,Asia,0.0,0.0
United Arab Emirates,ARE,1991,106266.195,Asia,0.0,0.0
United Arab Emirates,ARE,1992,104206.76,Asia,0.0,0.0
United Arab Emirates,ARE,1993,100422.63,Asia,0.0,0.0
United Arab Emirates,ARE,1994,102456.1,Asia,0.0,0.0
United Arab Emirates,ARE,1995,104527.92,Asia,0.0,0.0
United Arab Emirates,ARE,1996,103653.48,Asia,0.0,0.0
United Arab Emirates,ARE,1997,103392.44,Asia,0.0,0.0
United Arab Emirates,ARE,1998,96088.49,Asia,0.0,0.0
United Arab Emirates,ARE,1999,92047.59,Asia,0.0,0.0
United Arab Emirates,ARE,2000,95390.7,Asia,0.0,0.0
United Arab Emirates,ARE,2001,90750.34,Asia,0.0,0.0
United Arab Emirates,ARE,2002,87479.24,Asia,0.0,0.0
United Arab Emirates,ARE,2003,89828.555,Asia,0.0,0.0
United Arab Emirates,ARE,2004,93166.15,Asia,0.0,0.0
United Arab Emirates,ARE,2005,92750.914,Asia,0.0,0.0
United Arab Emirates,ARE,2006,94872.54,Asia,0.0,0.0
United Arab Emirates,ARE,2007,87180.61,Asia,0.0,0.0
United Arab Emirates,ARE,2008,80285.19,Asia,0.0,0.0
United Arab Emirates,ARE,2009,71488.99,Asia,2.487,0.002
United Arab Emirates,ARE,2010,70913.78,Asia,6.915,0.005
United Arab Emirates,ARE,2011,73190.4,Asia,7.447,0.005
United Arab Emirates,ARE,2012,73644.055,Asia,8.334,0.006
United Arab Emirates,ARE,2013,74237.22,Asia,28.382,0.02
United Arab Emirates,ARE,2014,74145.11,Asia,96.2,0.07
United Arab Emirates,ARE,2015,75238.555,Asia,87.725,0.062
United Arab Emirates,ARE,2016,75671.055,Asia,87.917,0.063
United Arab Emirates,ARE,2017,72529.055,Asia,201.72,0.154
United Arab Emirates,ARE,2018,72671.06,Asia,318.861,0.263
United Arab Emirates,ARE,2019,72822.97,Asia,964.934,0.744
United Arab Emirates,ARE,2020,66808.65,Asia,1355.128,1.082
United Arab Emirates,ARE,2021,68580.15,Asia,1573.308,1.243
United Arab Emirates,ARE,2022,70075.63,Asia,1861.37,1.411
United Arab Emirates,ARE,2023,70239.85,Asia,3376.683,2.514
United Arab Emirates,ARE,2024,69701.805,Asia,3467.941,2.519
United Kingdom,GBR,1990,32993.168,Europe,280.668,0.643
United Kingdom,GBR,1991,32466.195,Europe,256.69,0.578
United Kingdom,GBR,1992,32797.73,Europe,309.63,0.704
United Kingdom,GBR,1993,33861.254,Europe,281.702,0.635
United Kingdom,GBR,1994,35448.18,Europe,343.348,0.785
United Kingdom,GBR,1995,36603.74,Europe,329.142,0.752
United Kingdom,GBR,1996,37465.38,Europe,281.793,0.615
United Kingdom,GBR,1997,39192.61,Europe,353.438,0.788
United Kingdom,GBR,1998,40347.18,Europe,425.506,0.943
United Kingdom,GBR,1999,41396.938,Europe,474.194,1.06
United Kingdom,GBR,2000,43115.562,Europe,489.156,1.087
United Kingdom,GBR,2001,43976.84,Europe,472.535,1.043
United Kingdom,GBR,2002,44539.465,Europe,545.296,1.237
United Kingdom,GBR,2003,45759.402,Europe,531.512,1.194
United Kingdom,GBR,2004,46558.13,Europe,691.013,1.549
United Kingdom,GBR,2005,47529.938,Europe,830.711,1.86
United Kingdom,GBR,2006,48215.047,Europe,895.823,2.047
United Kingdom,GBR,2007,49243.25,Europe,986.934,2.337
United Kingdom,GBR,2008,48833.07,Europe,1156.427,2.81
United Kingdom,GBR,2009,46241.805,Europe,1155.193,2.989
United Kingdom,GBR,2010,46917.89,Europe,1192.189,3.043
United Kingdom,GBR,2011,46949.02,Europe,1561.658,4.268
United Kingdom,GBR,2012,47328.21,Europe,1801.004,4.869
United Kingdom,GBR,2013,47820.28,Europe,2457.214,6.655
United Kingdom,GBR,2014,48964.285,Europe,2942.152,8.506
United Kingdom,GBR,2015,49652.72,Europe,3658.91,10.562
United Kingdom,GBR,2016,50346.86,Europe,3610.795,10.659
United Kingdom,GBR,2017,51586.676,Europe,4189.004,12.44
United Kingdom,GBR,2018,52131.695,Europe,4667.942,13.98
United Kingdom,GBR,2019,52515.684,Europe,5081.304,15.684
United Kingdom,GBR,2020,47158.984,Europe,5556.822,19.068
United Kingdom,GBR,2021,51004.426,Europe,5098.234,17.482
United Kingdom,GBR,2022,53139.152,Europe,5568.103,19.072
United Kingdom,GBR,2023,52592.684,Europe,5552.381,19.976
United Kingdom,GBR,2024,52621.18,Europe,5903.351,21.293
United States,USA,1990,44378.523,North America,4013.992,4.516
United States,USA,1991,43742.027,North America,3962.816,4.519
United States,USA,1992,44659.152,North America,3590.961,4.083
United States,USA,1993,45286.934,North America,3885.076,4.377
United States,USA,1994,46537.355,North America,3645.031,4.076
United States,USA,1995,47220.957,North America,4114.201,4.551
United States,USA,1996,48435.7,North America,4433.159,4.791
United States,USA,1997,49984.27,North America,4509.891,4.884
United States,USA,1998,51619.87,North America,4131.355,4.489
United States,USA,1999,53474.047,North America,4065.928,4.383
United States,USA,2000,55038.62,North America,3623.22,3.856
United States,USA,2001,55017.305,North America,2987.609,3.287
United States,USA,2002,55436.117,North America,3514.352,3.851
United States,USA,2003,56498.207,North America,3638.041,4.012
United States,USA,2004,58131.633,North America,3611.492,3.944
United States,USA,2005,59604.754,North America,3677.244,4.055
United States,USA,2006,60676.566,North America,4008.919,4.502
United States,USA,2007,61306.598,North America,3773.604,4.222
United States,USA,2008,60798.434,North America,4168.733,4.833
United States,USA,2009,58714.973,North America,4547.645,5.601
United States,USA,2010,59789.414,North America,4687.653,5.642
United States,USA,2011,60245.484,North America,5424.356,6.653
United States,USA,2012,61134.53,North America,5231.158,6.652
United States,USA,2013,61958.723,North America,5510.078,6.888
United States,USA,2014,63018.805,North America,5617.922,7.015
United States,USA,2015,64359.473,North America,5673.692,7.219
United States,USA,2016,65017.656,North America,6214.849,7.993
United States,USA,2017,66155.555,North America,6767.344,8.755
United States,USA,2018,67719.766,North America,6865.852,8.64
United States,USA,2019,69112.6,North America,7014.947,8.967
United States,USA,2020,67342.07,North America,7299.329,10.123
United States,USA,2021,71307.4,North America,7672.989,10.116
United States,USA,2022,72679.26,North America,8389.356,10.875
United States,USA,2023,74158.72,North America,8499.214,11.212
United States,USA,2024,75489.266,North America,9192.194,12.05
Uzbekistan,UZB,1990,4214.584,Asia,902.355,3.562
Uzbekistan,UZB,1991,4094.2273,Asia,799.163,3.278
Uzbekistan,UZB,1992,3547.3115,Asia,812.062,3.602
Uzbekistan,UZB,1993,3386.4622,Asia,929.549,4.049
Uzbekistan,UZB,1994,3142.4329,Asia,884.9,3.981
Uzbekistan,UZB,1995,3052.4187,Asia,750.03,3.398
Uzbekistan,UZB,1996,3046.5637,Asia,776.165,3.479
Uzbekistan,UZB,1997,3150.0852,Asia,675.418,3.104
Uzbekistan,UZB,1998,3234.3574,Asia,662.709,3.093
Uzbekistan,UZB,1999,3326.4253,Asia,645.984,2.725
Uzbekistan,UZB,2000,3410.6504,Asia,658.834,2.75
Uzbekistan,UZB,2001,3509.7285,Asia,662.469,2.793
Uzbekistan,UZB,2002,3604.6934,Asia,667.242,2.778
Uzbekistan,UZB,2003,3711.7786,Asia,758.25,3.532
Uzbekistan,UZB,2004,3939.5305,Asia,676.057,3.172
Uzbekistan,UZB,2005,4160.955,Asia,701.249,3.298
Uzbekistan,UZB,2006,4413.7227,Asia,585.825,2.986
Uzbekistan,UZB,2007,4764.564,Asia,634.257,3.086
Uzbekistan,UZB,2008,5115.644,Asia,420.891,2.215
Uzbekistan,UZB,2009,5439.551,Asia,609.053,3.253
Uzbekistan,UZB,2010,5760.805,Asia,751.566,4.069
Uzbekistan,UZB,2011,6100.251,Asia,514.239,2.7
Uzbekistan,UZB,2012,6435.5645,Asia,559.732,3.02
Uzbekistan,UZB,2013,6797.775,Asia,539.489,2.945
Uzbekistan,UZB,2014,7145.11,Asia,520.727,2.785
Uzbekistan,UZB,2015,7529.7637,Asia,495.677,2.827
Uzbekistan,UZB,2016,7839.978,Asia,551.306,3.319
Uzbekistan,UZB,2017,8047.0537,Asia,623.511,3.698
Uzbekistan,UZB,2018,8348.961,Asia,453.67,2.73
Uzbekistan,UZB,2019,8755.126,Asia,486.9,2.96
Uzbekistan,UZB,2020,8727.411,Asia,368.026,2.293
Uzbekistan,UZB,2021,9247.644,Asia,363.979,2.167
Uzbekistan,UZB,2022,9607.562,Asia,404.271,2.387
Uzbekistan,UZB,2023,10007.686,Asia,521.76,3.104
Uzbekistan,UZB,2024,10450.205,Asia,874.0,4.582
Vietnam,VNM,1990,2467.9646,Asia,227.677,19.581
Vietnam,VNM,1991,2560.8438,Asia,262.323,22.676
Vietnam,VNM,1992,2726.4736,Asia,294.135,23.761
Vietnam,VNM,1993,2890.4243,Asia,317.95,22.917
Vietnam,VNM,1994,3089.6094,Asia,362.363,23.82
Vietnam,VNM,1995,3328.2148,Asia,407.973,23.467
Vietnam,VNM,1996,3584.029,Asia,455.948,23.225
Vietnam,VNM,1997,3820.3025,Asia,436.238,19.526
Vietnam,VNM,1998,3982.958,Asia,409.291,17.158
Vietnam,VNM,1999,4119.0537,Asia,501.539,20.617
Vietnam,VNM,2000,4349.2236,Asia,523.88,19.107
Vietnam,VNM,2001,4570.2686,Asia,645.175,21.061
Vietnam,VNM,2002,4809.6216,Asia,632.933,19.066
Vietnam,VNM,2003,5090.29,Asia,650.208,18.345
Vietnam,VNM,2004,5421.097,Asia,601.044,14.008
Vietnam,VNM,2005,5776.3633,Asia,550.081,12.158
Vietnam,VNM,2006,6098.245,Asia,643.881,15.766
Vietnam,VNM,2007,6418.544,Asia,716.457,16.349
Vietnam,VNM,2008,6659.1357,Asia,806.987,15.182
Vietnam,VNM,2009,6914.339,Asia,912.607,17.054
Vietnam,VNM,2010,7274.733,Asia,852.728,13.931
Vietnam,VNM,2011,7652.619,Asia,1206.188,18.079
Vietnam,VNM,2012,7979.868,Asia,1538.182,22.488
Vietnam,VNM,2013,8324.198,Asia,1636.788,22.935
Vietnam,VNM,2014,8751.883,Asia,1729.471,22.221
Vietnam,VNM,2015,9248.024,Asia,1536.528,17.797
Vietnam,VNM,2016,9743.188,Asia,1718.672,18.653
Vietnam,VNM,2017,10290.549,Asia,2273.606,23.117
Vietnam,VNM,2018,10936.894,Asia,2176.498,19.655
Vietnam,VNM,2019,11628.614,Asia,1836.581,14.914
Vietnam,VNM,2020,11851.396,Asia,2140.883,17.276
Vietnam,VNM,2021,12048.902,Asia,2702.946,22.16
Vietnam,VNM,2022,12979.764,Asia,3234.698,25.312
Vietnam,VNM,2023,13545.935,Asia,2892.523,21.388
Vietnam,VNM,2024,14415.216,Asia,3107.219,21.534
